item_id,order_id,product_name,category,price,quantity
I-003638,O-01211,Wireless Mouse,Accessories,50,1
I-003639,O-01211,Noise Cancelling Headphones,Electronics,300,1
I-003640,O-01212,Wireless Mouse,Accessories,50,1
I-003641,O-01212,Wireless Mouse,Accessories,50,1
I-003642,O-01212,Noise Cancelling Headphones,Electronics,300,3
I-003643,O-01212,Office Chair,Furniture,250,2
I-003644,O-01212,Webcam 1080p,Accessories,80,2
I-003645,O-01213,Office Chair,Furniture,250,2
I-003646,O-01213,Mechanical Keyboard,Accessories,130,2
I-003647,O-01213,Wireless Mouse,Accessories,50,3
I-003648,O-01213,4K Monitor,Electronics,400,2
I-003649,O-01214,Office Chair,Furniture,250,3
I-003650,O-01214,Mechanical Keyboard,Accessories,130,1
I-003651,O-01214,Mechanical Keyboard,Accessories,130,1
I-003652,O-01215,Standing Desk,Furniture,600,2
I-003653,O-01215,Noise Cancelling Headphones,Electronics,300,3
I-003654,O-01215,4K Monitor,Electronics,400,2
I-003655,O-01216,4K Monitor,Electronics,400,2
I-003656,O-01217,Wireless Mouse,Accessories,50,3
I-003657,O-01217,Noise Cancelling Headphones,Electronics,300,2
I-003658,O-01217,Noise Cancelling Headphones,Electronics,300,3
I-003659,O-01218,Wireless Mouse,Accessories,50,2
I-003660,O-01218,4K Monitor,Electronics,400,2
I-003661,O-01218,Webcam 1080p,Accessories,80,1
I-003662,O-01218,Webcam 1080p,Accessories,80,3
I-003663,O-01219,Wireless Mouse,Accessories,50,2
I-003664,O-01220,Wireless Mouse,Accessories,50,3
I-003665,O-01220,4K Monitor,Electronics,400,1
I-003666,O-01220,Office Chair,Furniture,250,3
I-003667,O-01220,Webcam 1080p,Accessories,80,2
I-003668,O-01220,Webcam 1080p,Accessories,80,1
I-003669,O-01221,4K Monitor,Electronics,400,3
I-003670,O-01221,Monitor Stand,Accessories,75,2
I-003671,O-01221,Webcam 1080p,Accessories,80,2
I-003672,O-01222,Webcam 1080p,Accessories,80,1
I-003673,O-01223,Webcam 1080p,Accessories,80,3
I-003674,O-01223,4K Monitor,Electronics,400,3
I-003675,O-01223,Mechanical Keyboard,Accessories,130,1
I-003676,O-01223,Mechanical Keyboard,Accessories,130,1
I-003677,O-01224,Laptop Pro,Electronics,1200,3
I-003678,O-01224,Webcam 1080p,Accessories,80,1
I-003679,O-01224,Wireless Mouse,Accessories,50,1
I-003680,O-01225,Monitor Stand,Accessories,75,1
I-003681,O-01226,Monitor Stand,Accessories,75,3
I-003682,O-01227,Office Chair,Furniture,250,3
I-003683,O-01228,Webcam 1080p,Accessories,80,1
I-003684,O-01228,Wireless Mouse,Accessories,50,2
I-003685,O-01228,4K Monitor,Electronics,400,3
I-003686,O-01229,Webcam 1080p,Accessories,80,3
I-003687,O-01229,Wireless Mouse,Accessories,50,2
I-003688,O-01229,Webcam 1080p,Accessories,80,3
I-003689,O-01230,Webcam 1080p,Accessories,80,2
I-003690,O-01231,Noise Cancelling Headphones,Electronics,300,3
I-003691,O-01231,Standing Desk,Furniture,600,1
I-003692,O-01231,Laptop Pro,Electronics,1200,3
I-003693,O-01231,Noise Cancelling Headphones,Electronics,300,2
I-003694,O-01232,Wireless Mouse,Accessories,50,1
I-003695,O-01233,4K Monitor,Electronics,400,3
I-003696,O-01233,Standing Desk,Furniture,600,3
I-003697,O-01233,Monitor Stand,Accessories,75,1
I-003698,O-01234,Office Chair,Furniture,250,3
I-003699,O-01234,Monitor Stand,Accessories,75,3
I-003700,O-01234,Monitor Stand,Accessories,75,1
I-003701,O-01235,Webcam 1080p,Accessories,80,2
I-003702,O-01235,Laptop Pro,Electronics,1200,3
I-003703,O-01235,Webcam 1080p,Accessories,80,3
I-003704,O-01235,Wireless Mouse,Accessories,50,1
I-003705,O-01235,Laptop Pro,Electronics,1200,1
I-003706,O-01236,Wireless Mouse,Accessories,50,2
I-003707,O-01237,Laptop Pro,Electronics,1200,3
I-003708,O-01237,Standing Desk,Furniture,600,1
I-003709,O-01237,Office Chair,Furniture,250,3
I-003710,O-01237,Noise Cancelling Headphones,Electronics,300,3
I-003711,O-01238,Office Chair,Furniture,250,2
I-003712,O-01238,Monitor Stand,Accessories,75,1
I-003713,O-01239,Wireless Mouse,Accessories,50,1
I-003714,O-01239,Office Chair,Furniture,250,2
I-003715,O-01239,Office Chair,Furniture,250,1
I-003716,O-01240,Webcam 1080p,Accessories,80,2
I-003717,O-01240,Office Chair,Furniture,250,2
I-003718,O-01241,Mechanical Keyboard,Accessories,130,3
I-003719,O-01242,Monitor Stand,Accessories,75,3
I-003720,O-01242,4K Monitor,Electronics,400,3
I-003721,O-01242,Mechanical Keyboard,Accessories,130,1
I-003722,O-01243,Webcam 1080p,Accessories,80,3
I-003723,O-01244,Wireless Mouse,Accessories,50,3
I-003724,O-01244,4K Monitor,Electronics,400,3
I-003725,O-01244,Webcam 1080p,Accessories,80,2
I-003726,O-01244,Monitor Stand,Accessories,75,1
I-003727,O-01245,Standing Desk,Furniture,600,2
I-003728,O-01245,Mechanical Keyboard,Accessories,130,1
I-003729,O-01245,Noise Cancelling Headphones,Electronics,300,3
I-003730,O-01246,Office Chair,Furniture,250,1
I-003731,O-01246,Mechanical Keyboard,Accessories,130,1
I-003732,O-01247,4K Monitor,Electronics,400,2
I-003733,O-01247,Wireless Mouse,Accessories,50,3
I-003734,O-01247,Wireless Mouse,Accessories,50,3
I-003735,O-01247,4K Monitor,Electronics,400,1
I-003736,O-01247,Monitor Stand,Accessories,75,2
I-003737,O-01248,4K Monitor,Electronics,400,1
I-003738,O-01249,Monitor Stand,Accessories,75,3
I-003739,O-01249,Monitor Stand,Accessories,75,1
I-003740,O-01250,Webcam 1080p,Accessories,80,2
I-003741,O-01250,Office Chair,Furniture,250,3
I-003742,O-01251,Standing Desk,Furniture,600,3
I-003743,O-01251,Monitor Stand,Accessories,75,2
I-003744,O-01252,4K Monitor,Electronics,400,2
I-003745,O-01252,Monitor Stand,Accessories,75,3
I-003746,O-01252,Monitor Stand,Accessories,75,2
I-003747,O-01252,Noise Cancelling Headphones,Electronics,300,2
I-003748,O-01252,Office Chair,Furniture,250,3
I-003749,O-01253,Office Chair,Furniture,250,3
I-003750,O-01253,Webcam 1080p,Accessories,80,1
I-003751,O-01253,Noise Cancelling Headphones,Electronics,300,2
I-003752,O-01253,Standing Desk,Furniture,600,2
I-003753,O-01254,Webcam 1080p,Accessories,80,3
I-003754,O-01254,Monitor Stand,Accessories,75,1
I-003755,O-01254,Laptop Pro,Electronics,1200,2
I-003756,O-01255,Webcam 1080p,Accessories,80,1
I-003757,O-01255,Webcam 1080p,Accessories,80,3
I-003758,O-01255,Wireless Mouse,Accessories,50,2
I-003759,O-01255,Webcam 1080p,Accessories,80,1
I-003760,O-01255,Standing Desk,Furniture,600,1
I-003761,O-01256,Noise Cancelling Headphones,Electronics,300,2
I-003762,O-01256,Wireless Mouse,Accessories,50,1
I-003763,O-01256,Monitor Stand,Accessories,75,2
I-003764,O-01257,4K Monitor,Electronics,400,1
I-003765,O-01258,Office Chair,Furniture,250,1
I-003766,O-01258,Laptop Pro,Electronics,1200,1
I-003767,O-01259,Laptop Pro,Electronics,1200,2
I-003768,O-01259,Office Chair,Furniture,250,1
I-003769,O-01259,Standing Desk,Furniture,600,2
I-003770,O-01259,Noise Cancelling Headphones,Electronics,300,1
I-003771,O-01260,Laptop Pro,Electronics,1200,1
I-003772,O-01260,Mechanical Keyboard,Accessories,130,2
I-003773,O-01260,Monitor Stand,Accessories,75,3
I-003774,O-01261,Noise Cancelling Headphones,Electronics,300,1
I-003775,O-01261,Standing Desk,Furniture,600,2
I-003776,O-01261,Standing Desk,Furniture,600,1
I-003777,O-01261,Laptop Pro,Electronics,1200,2
I-003778,O-01262,Webcam 1080p,Accessories,80,2
I-003779,O-01262,Noise Cancelling Headphones,Electronics,300,3
I-003780,O-01262,Standing Desk,Furniture,600,2
I-003781,O-01263,Laptop Pro,Electronics,1200,3
I-003782,O-01263,Mechanical Keyboard,Accessories,130,1
I-003783,O-01263,Standing Desk,Furniture,600,1
I-003784,O-01263,4K Monitor,Electronics,400,2
I-003785,O-01263,Wireless Mouse,Accessories,50,2
I-003786,O-01264,Mechanical Keyboard,Accessories,130,2
I-003787,O-01264,Laptop Pro,Electronics,1200,1
I-003788,O-01264,4K Monitor,Electronics,400,3
I-003789,O-01265,Wireless Mouse,Accessories,50,1
I-003790,O-01265,Wireless Mouse,Accessories,50,2
I-003791,O-01266,Laptop Pro,Electronics,1200,2
I-003792,O-01266,Monitor Stand,Accessories,75,2
I-003793,O-01266,Wireless Mouse,Accessories,50,3
I-003794,O-01266,Wireless Mouse,Accessories,50,2
I-003795,O-01267,Office Chair,Furniture,250,2
I-003796,O-01268,Wireless Mouse,Accessories,50,1
I-003797,O-01268,Standing Desk,Furniture,600,2
I-003798,O-01269,Monitor Stand,Accessories,75,3
I-003799,O-01270,4K Monitor,Electronics,400,2
I-003800,O-01271,Wireless Mouse,Accessories,50,1
I-003801,O-01272,Mechanical Keyboard,Accessories,130,2
I-003802,O-01272,Standing Desk,Furniture,600,1
I-003803,O-01272,Laptop Pro,Electronics,1200,2
I-003804,O-01272,4K Monitor,Electronics,400,2
I-003805,O-01272,Standing Desk,Furniture,600,2
I-003806,O-01273,4K Monitor,Electronics,400,2
I-003807,O-01274,Monitor Stand,Accessories,75,1
I-003808,O-01274,Mechanical Keyboard,Accessories,130,2
I-003809,O-01274,Monitor Stand,Accessories,75,3
I-003810,O-01274,Mechanical Keyboard,Accessories,130,2
I-003811,O-01274,Monitor Stand,Accessories,75,3
I-003812,O-01275,Wireless Mouse,Accessories,50,2
I-003813,O-01276,Office Chair,Furniture,250,2
I-003814,O-01276,Mechanical Keyboard,Accessories,130,2
I-003815,O-01276,4K Monitor,Electronics,400,1
I-003816,O-01276,Noise Cancelling Headphones,Electronics,300,1
I-003817,O-01276,Monitor Stand,Accessories,75,2
I-003818,O-01277,Monitor Stand,Accessories,75,2
I-003819,O-01277,Webcam 1080p,Accessories,80,3
I-003820,O-01277,Standing Desk,Furniture,600,2
I-003821,O-01277,Office Chair,Furniture,250,1
I-003822,O-01278,Office Chair,Furniture,250,1
I-003823,O-01278,Office Chair,Furniture,250,3
I-003824,O-01278,Monitor Stand,Accessories,75,1
I-003825,O-01278,Mechanical Keyboard,Accessories,130,2
I-003826,O-01278,Office Chair,Furniture,250,3
I-003827,O-01279,Mechanical Keyboard,Accessories,130,2
I-003828,O-01280,Wireless Mouse,Accessories,50,1
I-003829,O-01280,Mechanical Keyboard,Accessories,130,3
I-003830,O-01281,4K Monitor,Electronics,400,2
I-003831,O-01281,Monitor Stand,Accessories,75,2
I-003832,O-01282,Standing Desk,Furniture,600,3
I-003833,O-01282,Office Chair,Furniture,250,3
I-003834,O-01282,Noise Cancelling Headphones,Electronics,300,3
I-003835,O-01282,Noise Cancelling Headphones,Electronics,300,2
I-003836,O-01283,Laptop Pro,Electronics,1200,2
I-003837,O-01284,Wireless Mouse,Accessories,50,3
I-003838,O-01285,Monitor Stand,Accessories,75,3
I-003839,O-01286,Monitor Stand,Accessories,75,3
I-003840,O-01287,Monitor Stand,Accessories,75,2
I-003841,O-01287,Laptop Pro,Electronics,1200,3
I-003842,O-01287,Webcam 1080p,Accessories,80,3
I-003843,O-01288,Noise Cancelling Headphones,Electronics,300,2
I-003844,O-01289,Noise Cancelling Headphones,Electronics,300,3
I-003845,O-01290,Webcam 1080p,Accessories,80,1
I-003846,O-01290,4K Monitor,Electronics,400,3
I-003847,O-01290,Mechanical Keyboard,Accessories,130,1
I-003848,O-01291,4K Monitor,Electronics,400,2
I-003849,O-01291,Wireless Mouse,Accessories,50,3
I-003850,O-01291,Webcam 1080p,Accessories,80,3
I-003851,O-01292,Office Chair,Furniture,250,3
I-003852,O-01292,Standing Desk,Furniture,600,2
I-003853,O-01293,Standing Desk,Furniture,600,2
I-003854,O-01293,Office Chair,Furniture,250,1
I-003855,O-01294,Noise Cancelling Headphones,Electronics,300,3
I-003856,O-01295,Office Chair,Furniture,250,3
I-003857,O-01295,Mechanical Keyboard,Accessories,130,2
I-003858,O-01296,Wireless Mouse,Accessories,50,1
I-003859,O-01297,Wireless Mouse,Accessories,50,3
I-003860,O-01297,4K Monitor,Electronics,400,2
I-003861,O-01297,Standing Desk,Furniture,600,3
I-003862,O-01298,4K Monitor,Electronics,400,1
I-003863,O-01298,Office Chair,Furniture,250,2
I-003864,O-01298,Monitor Stand,Accessories,75,2
I-003865,O-01298,Webcam 1080p,Accessories,80,2
I-003866,O-01299,Noise Cancelling Headphones,Electronics,300,2
I-003867,O-01299,Wireless Mouse,Accessories,50,1
I-003868,O-01299,Noise Cancelling Headphones,Electronics,300,3
I-003869,O-01300,Standing Desk,Furniture,600,1
I-003870,O-01300,Office Chair,Furniture,250,3
I-003871,O-01301,Webcam 1080p,Accessories,80,3
I-003872,O-01301,4K Monitor,Electronics,400,2
I-003873,O-01301,4K Monitor,Electronics,400,2
I-003874,O-01301,Monitor Stand,Accessories,75,2
I-003875,O-01301,Wireless Mouse,Accessories,50,2
I-003876,O-01302,Standing Desk,Furniture,600,2
I-003877,O-01302,Laptop Pro,Electronics,1200,3
I-003878,O-01302,4K Monitor,Electronics,400,2
I-003879,O-01302,Wireless Mouse,Accessories,50,2
I-003880,O-01303,Standing Desk,Furniture,600,2
I-003881,O-01304,Standing Desk,Furniture,600,1
I-003882,O-01304,Webcam 1080p,Accessories,80,1
I-003883,O-01304,Monitor Stand,Accessories,75,2
I-003884,O-01304,Mechanical Keyboard,Accessories,130,1
I-003885,O-01304,Monitor Stand,Accessories,75,1
I-003886,O-01305,4K Monitor,Electronics,400,1
I-003887,O-01306,Standing Desk,Furniture,600,2
I-003888,O-01306,Webcam 1080p,Accessories,80,3
I-003889,O-01307,Monitor Stand,Accessories,75,2
I-003890,O-01307,Wireless Mouse,Accessories,50,3
I-003891,O-01307,Webcam 1080p,Accessories,80,1
I-003892,O-01307,Office Chair,Furniture,250,3
I-003893,O-01308,Mechanical Keyboard,Accessories,130,2
I-003894,O-01308,Mechanical Keyboard,Accessories,130,2
I-003895,O-01308,Office Chair,Furniture,250,2
I-003896,O-01309,Noise Cancelling Headphones,Electronics,300,1
I-003897,O-01309,Mechanical Keyboard,Accessories,130,2
I-003898,O-01309,Webcam 1080p,Accessories,80,2
I-003899,O-01310,Mechanical Keyboard,Accessories,130,2
I-003900,O-01311,4K Monitor,Electronics,400,2
I-003901,O-01311,Standing Desk,Furniture,600,2
I-003902,O-01311,Laptop Pro,Electronics,1200,2
I-003903,O-01311,4K Monitor,Electronics,400,1
I-003904,O-01312,4K Monitor,Electronics,400,1
I-003905,O-01313,4K Monitor,Electronics,400,2
I-003906,O-01313,Webcam 1080p,Accessories,80,3
I-003907,O-01313,4K Monitor,Electronics,400,1
I-003908,O-01313,Standing Desk,Furniture,600,1
I-003909,O-01313,Webcam 1080p,Accessories,80,3
I-003910,O-01314,Standing Desk,Furniture,600,3
I-003911,O-01314,Webcam 1080p,Accessories,80,2
I-003912,O-01314,Laptop Pro,Electronics,1200,3
I-003913,O-01314,4K Monitor,Electronics,400,3
I-003914,O-01315,Noise Cancelling Headphones,Electronics,300,2
I-003915,O-01315,Wireless Mouse,Accessories,50,3
I-003916,O-01316,Wireless Mouse,Accessories,50,1
I-003917,O-01316,Webcam 1080p,Accessories,80,2
I-003918,O-01317,Office Chair,Furniture,250,1
I-003919,O-01317,Webcam 1080p,Accessories,80,3
I-003920,O-01318,Mechanical Keyboard,Accessories,130,1
I-003921,O-01318,Standing Desk,Furniture,600,2
I-003922,O-01318,Monitor Stand,Accessories,75,3
I-003923,O-01318,Office Chair,Furniture,250,3
I-003924,O-01319,Noise Cancelling Headphones,Electronics,300,2
I-003925,O-01320,Office Chair,Furniture,250,1
I-003926,O-01320,Standing Desk,Furniture,600,1
I-003927,O-01321,Standing Desk,Furniture,600,2
I-003928,O-01322,Webcam 1080p,Accessories,80,3
I-003929,O-01322,Noise Cancelling Headphones,Electronics,300,3
I-003930,O-01322,Laptop Pro,Electronics,1200,1
I-003931,O-01322,Monitor Stand,Accessories,75,3
I-003932,O-01322,Office Chair,Furniture,250,3
I-003933,O-01323,Standing Desk,Furniture,600,3
I-003934,O-01323,Monitor Stand,Accessories,75,1
I-003935,O-01323,Noise Cancelling Headphones,Electronics,300,2
I-003936,O-01323,Laptop Pro,Electronics,1200,2
I-003937,O-01323,Noise Cancelling Headphones,Electronics,300,3
I-003938,O-01324,4K Monitor,Electronics,400,3
I-003939,O-01324,Monitor Stand,Accessories,75,1
I-003940,O-01324,Noise Cancelling Headphones,Electronics,300,3
I-003941,O-01324,Laptop Pro,Electronics,1200,1
I-003942,O-01324,Noise Cancelling Headphones,Electronics,300,2
I-003943,O-01325,4K Monitor,Electronics,400,2
I-003944,O-01325,Wireless Mouse,Accessories,50,1
I-003945,O-01325,Office Chair,Furniture,250,2
I-003946,O-01325,Mechanical Keyboard,Accessories,130,3
I-003947,O-01326,Mechanical Keyboard,Accessories,130,3
I-003948,O-01327,Standing Desk,Furniture,600,2
I-003949,O-01327,Standing Desk,Furniture,600,2
I-003950,O-01327,Monitor Stand,Accessories,75,3
I-003951,O-01327,Standing Desk,Furniture,600,2
I-003952,O-01328,Office Chair,Furniture,250,2
I-003953,O-01328,Laptop Pro,Electronics,1200,3
I-003954,O-01328,Wireless Mouse,Accessories,50,2
I-003955,O-01328,Mechanical Keyboard,Accessories,130,3
I-003956,O-01328,Laptop Pro,Electronics,1200,2
I-003957,O-01329,Webcam 1080p,Accessories,80,2
I-003958,O-01329,Wireless Mouse,Accessories,50,3
I-003959,O-01329,4K Monitor,Electronics,400,2
I-003960,O-01330,Wireless Mouse,Accessories,50,3
I-003961,O-01330,Noise Cancelling Headphones,Electronics,300,2
I-003962,O-01330,Wireless Mouse,Accessories,50,2
I-003963,O-01331,4K Monitor,Electronics,400,2
I-003964,O-01331,Laptop Pro,Electronics,1200,1
I-003965,O-01331,Wireless Mouse,Accessories,50,3
I-003966,O-01332,Office Chair,Furniture,250,3
I-003967,O-01333,Standing Desk,Furniture,600,2
I-003968,O-01333,Webcam 1080p,Accessories,80,3
I-003969,O-01333,Monitor Stand,Accessories,75,1
I-003970,O-01333,4K Monitor,Electronics,400,3
I-003971,O-01333,Wireless Mouse,Accessories,50,3
I-003972,O-01334,Mechanical Keyboard,Accessories,130,3
I-003973,O-01334,Monitor Stand,Accessories,75,1
I-003974,O-01334,Webcam 1080p,Accessories,80,3
I-003975,O-01335,Wireless Mouse,Accessories,50,2
I-003976,O-01335,Webcam 1080p,Accessories,80,1
I-003977,O-01335,Laptop Pro,Electronics,1200,2
I-003978,O-01335,Webcam 1080p,Accessories,80,1
I-003979,O-01336,Wireless Mouse,Accessories,50,3
I-003980,O-01336,4K Monitor,Electronics,400,1
I-003981,O-01337,Monitor Stand,Accessories,75,3
I-003982,O-01337,Mechanical Keyboard,Accessories,130,1
I-003983,O-01338,Webcam 1080p,Accessories,80,2
I-003984,O-01338,Standing Desk,Furniture,600,3
I-003985,O-01338,Monitor Stand,Accessories,75,1
I-003986,O-01338,Laptop Pro,Electronics,1200,2
I-003987,O-01338,4K Monitor,Electronics,400,3
I-003988,O-01339,Noise Cancelling Headphones,Electronics,300,3
I-003989,O-01339,Mechanical Keyboard,Accessories,130,1
I-003990,O-01339,Laptop Pro,Electronics,1200,1
I-003991,O-01339,Noise Cancelling Headphones,Electronics,300,2
I-003992,O-01339,Mechanical Keyboard,Accessories,130,3
I-003993,O-01340,Standing Desk,Furniture,600,1
I-003994,O-01340,4K Monitor,Electronics,400,1
I-003995,O-01341,Wireless Mouse,Accessories,50,3
I-003996,O-01341,Webcam 1080p,Accessories,80,1
I-003997,O-01341,Office Chair,Furniture,250,3
I-003998,O-01341,Office Chair,Furniture,250,1
I-003999,O-01342,Mechanical Keyboard,Accessories,130,1
I-004000,O-01342,Laptop Pro,Electronics,1200,1
I-004001,O-01343,Standing Desk,Furniture,600,3
I-004002,O-01343,Mechanical Keyboard,Accessories,130,1
I-004003,O-01343,Laptop Pro,Electronics,1200,1
I-004004,O-01343,Noise Cancelling Headphones,Electronics,300,2
I-004005,O-01343,Laptop Pro,Electronics,1200,1
I-004006,O-01344,Laptop Pro,Electronics,1200,2
I-004007,O-01344,Wireless Mouse,Accessories,50,2
I-004008,O-01344,Mechanical Keyboard,Accessories,130,3
I-004009,O-01344,Wireless Mouse,Accessories,50,1
I-004010,O-01345,Monitor Stand,Accessories,75,3
I-004011,O-01345,Webcam 1080p,Accessories,80,3
I-004012,O-01345,Standing Desk,Furniture,600,3
I-004013,O-01345,Monitor Stand,Accessories,75,2
I-004014,O-01345,4K Monitor,Electronics,400,1
I-004015,O-01346,Standing Desk,Furniture,600,1
I-004016,O-01346,4K Monitor,Electronics,400,2
I-004017,O-01346,Mechanical Keyboard,Accessories,130,3
I-004018,O-01347,Mechanical Keyboard,Accessories,130,1
I-004019,O-01347,Webcam 1080p,Accessories,80,2
I-004020,O-01347,Office Chair,Furniture,250,2
I-004021,O-01347,Noise Cancelling Headphones,Electronics,300,3
I-004022,O-01348,Mechanical Keyboard,Accessories,130,1
I-004023,O-01348,4K Monitor,Electronics,400,2
I-004024,O-01348,Wireless Mouse,Accessories,50,3
I-004025,O-01348,Standing Desk,Furniture,600,2
I-004026,O-01348,Wireless Mouse,Accessories,50,2
I-004027,O-01349,Wireless Mouse,Accessories,50,3
I-004028,O-01349,Standing Desk,Furniture,600,2
I-004029,O-01350,Webcam 1080p,Accessories,80,2
I-004030,O-01351,4K Monitor,Electronics,400,1
I-004031,O-01351,Mechanical Keyboard,Accessories,130,1
I-004032,O-01351,Wireless Mouse,Accessories,50,1
I-004033,O-01352,Mechanical Keyboard,Accessories,130,1
I-004034,O-01352,Office Chair,Furniture,250,3
I-004035,O-01352,Mechanical Keyboard,Accessories,130,2
I-004036,O-01353,Wireless Mouse,Accessories,50,1
I-004037,O-01353,Standing Desk,Furniture,600,1
I-004038,O-01353,Office Chair,Furniture,250,3
I-004039,O-01353,Wireless Mouse,Accessories,50,3
I-004040,O-01353,Monitor Stand,Accessories,75,1
I-004041,O-01354,Webcam 1080p,Accessories,80,2
I-004042,O-01354,Webcam 1080p,Accessories,80,3
I-004043,O-01354,4K Monitor,Electronics,400,2
I-004044,O-01355,Webcam 1080p,Accessories,80,2
I-004045,O-01355,Mechanical Keyboard,Accessories,130,2
I-004046,O-01356,Office Chair,Furniture,250,3
I-004047,O-01356,Standing Desk,Furniture,600,2
I-004048,O-01357,Office Chair,Furniture,250,2
I-004049,O-01357,4K Monitor,Electronics,400,1
I-004050,O-01357,Standing Desk,Furniture,600,2
I-004051,O-01357,Laptop Pro,Electronics,1200,2
I-004052,O-01358,Webcam 1080p,Accessories,80,1
I-004053,O-01358,Standing Desk,Furniture,600,3
I-004054,O-01359,Wireless Mouse,Accessories,50,2
I-004055,O-01359,Standing Desk,Furniture,600,2
I-004056,O-01360,Office Chair,Furniture,250,2
I-004057,O-01361,4K Monitor,Electronics,400,3
I-004058,O-01361,Standing Desk,Furniture,600,3
I-004059,O-01361,Noise Cancelling Headphones,Electronics,300,2
I-004060,O-01362,Laptop Pro,Electronics,1200,2
I-004061,O-01362,Office Chair,Furniture,250,3
I-004062,O-01362,Office Chair,Furniture,250,3
I-004063,O-01363,Webcam 1080p,Accessories,80,3
I-004064,O-01363,Webcam 1080p,Accessories,80,2
I-004065,O-01363,Noise Cancelling Headphones,Electronics,300,1
I-004066,O-01363,Monitor Stand,Accessories,75,2
I-004067,O-01364,4K Monitor,Electronics,400,2
I-004068,O-01364,Laptop Pro,Electronics,1200,2
I-004069,O-01364,Laptop Pro,Electronics,1200,1
I-004070,O-01364,Monitor Stand,Accessories,75,2
I-004071,O-01364,Mechanical Keyboard,Accessories,130,1
I-004072,O-01365,Office Chair,Furniture,250,3
I-004073,O-01366,Noise Cancelling Headphones,Electronics,300,3
I-004074,O-01366,Noise Cancelling Headphones,Electronics,300,1
I-004075,O-01366,4K Monitor,Electronics,400,2
I-004076,O-01366,4K Monitor,Electronics,400,1
I-004077,O-01367,4K Monitor,Electronics,400,3
I-004078,O-01367,Standing Desk,Furniture,600,2
I-004079,O-01367,Office Chair,Furniture,250,3
I-004080,O-01368,Wireless Mouse,Accessories,50,1
I-004081,O-01369,Webcam 1080p,Accessories,80,3
I-004082,O-01369,Monitor Stand,Accessories,75,1
I-004083,O-01369,Standing Desk,Furniture,600,1
I-004084,O-01370,Mechanical Keyboard,Accessories,130,3
I-004085,O-01370,Mechanical Keyboard,Accessories,130,3
I-004086,O-01370,Office Chair,Furniture,250,2
I-004087,O-01371,4K Monitor,Electronics,400,3
I-004088,O-01371,Webcam 1080p,Accessories,80,2
I-004089,O-01371,Wireless Mouse,Accessories,50,2
I-004090,O-01372,Noise Cancelling Headphones,Electronics,300,3
I-004091,O-01372,Noise Cancelling Headphones,Electronics,300,2
I-004092,O-01372,Noise Cancelling Headphones,Electronics,300,1
I-004093,O-01372,Laptop Pro,Electronics,1200,3
I-004094,O-01373,Webcam 1080p,Accessories,80,3
I-004095,O-01373,Webcam 1080p,Accessories,80,2
I-004096,O-01373,Noise Cancelling Headphones,Electronics,300,2
I-004097,O-01373,Office Chair,Furniture,250,3
I-004098,O-01374,4K Monitor,Electronics,400,3
I-004099,O-01374,Standing Desk,Furniture,600,1
I-004100,O-01374,4K Monitor,Electronics,400,3
I-004101,O-01375,Noise Cancelling Headphones,Electronics,300,1
I-004102,O-01375,Noise Cancelling Headphones,Electronics,300,3
I-004103,O-01376,4K Monitor,Electronics,400,2
I-004104,O-01376,Webcam 1080p,Accessories,80,2
I-004105,O-01376,Standing Desk,Furniture,600,2
I-004106,O-01376,Standing Desk,Furniture,600,2
I-004107,O-01377,4K Monitor,Electronics,400,3
I-004108,O-01377,Laptop Pro,Electronics,1200,3
I-004109,O-01378,Mechanical Keyboard,Accessories,130,2
I-004110,O-01378,Noise Cancelling Headphones,Electronics,300,1
I-004111,O-01378,Standing Desk,Furniture,600,2
I-004112,O-01379,Office Chair,Furniture,250,1
I-004113,O-01379,4K Monitor,Electronics,400,2
I-004114,O-01379,Monitor Stand,Accessories,75,1
I-004115,O-01379,Laptop Pro,Electronics,1200,3
I-004116,O-01379,Office Chair,Furniture,250,3
I-004117,O-01380,Mechanical Keyboard,Accessories,130,3
I-004118,O-01380,4K Monitor,Electronics,400,2
I-004119,O-01380,Wireless Mouse,Accessories,50,3
I-004120,O-01381,Wireless Mouse,Accessories,50,3
I-004121,O-01381,Standing Desk,Furniture,600,1
I-004122,O-01381,Wireless Mouse,Accessories,50,1
I-004123,O-01381,Wireless Mouse,Accessories,50,3
I-004124,O-01381,Laptop Pro,Electronics,1200,2
I-004125,O-01382,Office Chair,Furniture,250,2
I-004126,O-01383,4K Monitor,Electronics,400,1
I-004127,O-01383,Wireless Mouse,Accessories,50,2
I-004128,O-01384,Office Chair,Furniture,250,1
I-004129,O-01384,Webcam 1080p,Accessories,80,1
I-004130,O-01384,Standing Desk,Furniture,600,2
I-004131,O-01385,Noise Cancelling Headphones,Electronics,300,2
I-004132,O-01386,Monitor Stand,Accessories,75,3
I-004133,O-01387,Monitor Stand,Accessories,75,2
I-004134,O-01387,Mechanical Keyboard,Accessories,130,1
I-004135,O-01388,Standing Desk,Furniture,600,1
I-004136,O-01388,4K Monitor,Electronics,400,1
I-004137,O-01389,Mechanical Keyboard,Accessories,130,3
I-004138,O-01389,4K Monitor,Electronics,400,1
I-004139,O-01390,Standing Desk,Furniture,600,2
I-004140,O-01390,Wireless Mouse,Accessories,50,3
I-004141,O-01391,Monitor Stand,Accessories,75,3
I-004142,O-01391,Webcam 1080p,Accessories,80,2
